Observed_Outcome,Residuals,Standard_Errors,Z_Values
402,0.058208180084634346,0.07101874194773092,0.8196171670778818
403,0.031195760106826908,0.06812903723323709,0.45789227873614957
404,0.2589518916884712,0.06655061489861253,3.8910518269887535
405,0.031745287107362394,0.0651649125564467,0.48715306845327555
406,0.2193306897284981,0.06797135576165161,3.2268105773497173
407,0.03470093425199448,0.06797458933990581,0.5104986229261794
408,0.1768540079879985,0.07119837436583636,2.483961320230082
409,0.0031864248935186807,0.07191552672069434,0.04430788508153634
410,0.3554984827561794,0.06691649003649539,5.312569182309101
411,0.24967500163897438,0.06647660719714096,3.7558324975663386
412,0.3558215127834996,0.06541587459303289,5.439375610234467
413,0.260438188881624,0.06541602997373323,3.9812594709003104
414,0.06602282953379049,0.07254499448754514,0.9100949004155702
415,0.03970431073077035,0.07207634024213301,0.5508646887090524
416,0.07435568909770005,0.07338428408536544,1.013237234980784
417,0.04000879957866922,0.07269720523910377,0.5503485236754125
418,0.06959287750323559,0.07399064377652637,0.940563211119323
419,0.03938456343489932,0.07345799409173145,0.5361508154676458
420,0.09163751410709509,0.07482799733616456,1.2246420774220887
421,0.05203040582396609,0.074960832515962,0.6941012269692556
422,0.13267938763308518,0.07728692118697084,1.7167120334902473
423,0.07394156492944971,0.07701441505504579,0.9601003250703162
424,0.18078116567874267,0.08142733976916221,2.2201531597524604
425,0.09902569911154177,0.08109161645924153,1.2211582828826
426,0.36588243405377413,0.06878353970870732,5.319331276105539
427,0.023972801024632437,0.06572267724675909,0.3647569154041816
428,0.2761033047938767,0.06714301927189732,4.112166950309302
429,0.044053210914890784,0.0651154129974926,0.6765404515915017
430,0.20977194749187672,0.06607208077944823,3.174895432642806
431,0.03910902780016346,0.06478460887987532,0.6036777635360902
432,0.17727074885775018,0.06549067480385427,2.706809013476792
433,0.03348849790136745,0.064598332043908,0.5184111855799165
434,0.1524682264352068,0.0649779516575745,2.346460953997055
435,0.034019718122429016,0.06441498535595833,0.5281336001931144
436,-0.1463362249321938,0.07240306925744187,-2.021132894406307
437,-0.057835222915182505,0.0843481629067668,-0.6856725851766321
438,-0.09087853777154072,0.07605564904917662,-1.1948953024223066
439,-0.15738096347221206,0.07775860106002411,-2.0239685555907205
440,-0.19286018117088974,0.0839290459624975,-2.2978955492603426
441,-0.037400735576118393,0.06721879401263936,-0.5564029543446706
442,-0.032476513303623195,0.06959439965429866,-0.4666541196554055
443,-0.01801271777882369,0.07002977226045703,-0.2572151414662638
444,-0.04520307442615864,0.06973377373207162,-0.6482235508985377
445,-0.05723708388127761,0.07335157057268286,-0.7803116338805905
446,-0.04691209066871081,0.18234069172078388,-0.2572771345002175
447,-0.015763768843768036,0.21660331419794848,-0.07277713594613752
448,-0.03420699139697678,0.06920126482906352,-0.4943116499600501
449,-0.03674133300839488,0.32102706130827535,-0.11444933289630987
450,-0.02382218755670978,0.13940180002468414,-0.17088866537226594
451,0.10063848149039971,0.10527452941757869,0.9559623020608359
452,0.0808280077232524,0.40587912804527704,0.1991430505740019
453,0.0385426426733301,0.10555836771648901,0.36513109767715224
454,0.010506014897570982,0.750395873443064,0.014000629893346717
455,0.06309697818336275,0.30217267866318953,0.208810996621215
456,0.07067752671181507,0.2317607153322993,0.30495904627528175
457,0.1024573195172918,0.190437634159614,0.5380098317721059
458,0.06189993519130245,0.3756676881109517,0.1647731150436888
459,-0.014099439517151912,0.06425371895503566,-0.21943382805621894
460,-0.003964523994508527,0.0642162902121435,-0.06173704493690641
461,0.0032353647990027616,0.06424889928357572,0.05035673505818075
462,-0.0049566090150057925,0.06421656286629143,-0.07718583483401627
463,-0.00302347612076901,0.06421474655696408,-0.047083828604492325
464,0.004188950829404737,0.06422971778739549,0.06521826615010881
465,-0.058979669787223125,0.06628929834221038,-0.8897313934859863
466,-0.112084962049438,0.06656372335786702,-1.6838745850624195
467,-0.046444341939305585,0.06626589668119968,-0.7008784950537359
